trans_id,sender_iban,receiver_iban,amount,timestamp,ip_address,merchant_cat
TXN-2645,FR0240771733623131581241866,FR2009385984475770768944916,6210.84,2025-10-31 15:16:57,37.127.123.112,Supermarket
TXN-4211,FR3947482439335661164494722,FR6408959110991186196075418,3875.07,2025-05-25 10:57:46,192.168.X.X,Travel
TXN-6962,FR6011111046985521483121561,FR2827862408813953960067531,3588.49,2025-02-03 06:45:40,80.235.107.224,Restaurant
TXN-1368,FR8110412123615755897623555,FR0814959893302490197681407,1475.19,2025-06-10 01:40:50,::1,Tech
TXN-13702,FR6760726359813205940702365,FR3172703986917940625487805,835.59,2025-11-01 08:01:35,2.224.198.151,Unknown
TXN-87,FR8919103379597684387663195,FR8357442741190754879622985,1970.94,2025-11-02 01:51:21,76.166.121.211,Travel
TXN-567,FR4110211300959541994552204,FR1551788631259384400681456,1450.5,2025-09-26 01:40:33,205.73.143.16,Gambling
TXN-11017,FR4933623092082423568799544,FR2608435894855409048141791,5142.56,2025-10-16 05:30:25,192.168.X.X,Supermarket
TXN-4884,FR4185723445962058613866904,FR7641416863615128809754789,8026.41,2025-04-19 14:43:34,196.116.251.27,Travel
TXN-13489,FR1070329103825942333932331,FR3946909968185782142508725,6057.36,2025-07-02 19:10:37,55.143.224.114,Unknown
TXN-9848,FR3645677223538155978193056,FR6306365964213887459187761,1709.28,2025-05-31 04:48:27,87.65.199.187,Gambling
TXN-4926,FR5139860425314396453573187,FR9543155262449187579243271,5836.43,2025-10-18 03:36:26,171.21.183.170,Gambling
TXN-792,FR1706669072302308413172658,FR0722878658007493497102785,9261.64,2024-12-17 15:19:42,97.50.61.32,Gambling
TXN-11058,FR5290101307913829112079217,FR7781539095743566395362807,-1059.56,2025-08-12 14:41:46,34.218.239.23,Travel
TXN-9625,FR5214092926961478103405219,FR7541750740943168676201765,7825.71,2024-11-14 05:39:10,136.122.195.25,Unknown
TXN-11584,FR9678787264534086855231764,FR4914394158067779148812963,957.19,2025-11-10 01:58:06,210.214.88.128,Unknown
TXN-14407,FR1635138305336780682657678,FR0856202577031046685522479,8422.69,2025-10-25 06:51:40,121.26.98.67,Gambling
TXN-12284,FR7645799739198465289428246,FR0888790413172760249436553,5112.05,2025-05-10 17:04:32,65.215.242.131,Travel
TXN-13214,FR4327102591167552993932674,FR9204318953032244466086651,9861.26,2025-06-01 15:19:39,192.168.X.X,Travel
TXN-13250,FR6036435053593150691174672,FR1200376801967628978588449,616.44,2025-06-04 13:23:03,222.236.137.197,Restaurant
TXN-6142,FR2954019897969039237997804,FR4008857975217383435674892,8116.18,2025-05-19 03:50:39,108.185.28.66,Restaurant
TXN-13872,FR3502595770640616042005714,FR2077461027308908945096838,5899.98,2025-04-18 16:55:29,43.100.89.132,Unknown
TXN-7491,FR9041955976931270601919172,FR2499558467713924647099956,6640.65,2024-11-14 13:56:32,8.164.176.69,Unknown
TXN-2041,FR1277347913455301371149685,FR4035812058584671907967347,1595.12,2025-09-18 19:43:02,192.81.13.123,Supermarket
TXN-9116,FR1731618271039669043746641,FR4316936097720482790085159,5568.77,2024-12-16 06:47:18,27.126.125.106,Unknown
TXN-11080,FR1545699452626140977752712,FR6378708123941025362849735,475.89,2025-02-24 06:18:10,136.2.123.154,Supermarket
TXN-14761,FR9031294309288116080447230,FR9218322514092341356705057,7565.32,2025-03-20 08:33:53,166.101.95.195,Tech
TXN-9749,FR1261864296799583189508079,FR0871819668783215717266788,857.37,2025-02-28 19:41:06,75.163.39.220,Travel
TXN-7950,FR4278339303324050043258523,FR4469257774575852593594192,5834.15,2025-02-20 12:49:47,38.253.220.195,Travel
TXN-9389,FR9703447611124116997326002,FR7400398412999548408869456,8945.65,2025-08-27 09:47:56,62.226.38.85,
TXN-4040,FR3065059307830728380323788,FR1349465481974935578418696,5642.22,2024-12-19 16:53:20,31.170.192.95,Tech
TXN-18,FR3766860295700426829018111,FR0324707827969913333189672,7319.53,2025-10-13 10:22:24,,Restaurant
TXN-5820,FR8222770110061257650085296,FR9634055520604083261201433,3126.92,2025-10-17 22:07:03,32.4.205.135,
TXN-13490,FR8757733859651824462213007,FR4694712888488832992464592,1032.1,2025-04-07 00:21:38,42.185.178.123,Restaurant
TXN-3331,FR1478292018886729055021989,FR5153559817262865341592252,5112.71,2025-01-03 02:09:36,182.54.180.124,
TXN-12055,FR7716755339328025326675879,FR2989441015399914188214464,3770.58,2025-08-09 20:00:56,::1,Restaurant
TXN-8459,FR5299142977645560279738795,FR8219654973203977908762867,3674.72,2025-05-27 19:38:54,83.232.21.17,Tech
TXN-5304,FR1736869453085937850497871,FR2209452223828558192740622,5854.15,2024-12-05 11:48:17,117.3.199.206,Unknown
TXN-4835,FR3939545224295885873658642,FR9877224784573834902227604,4681.57,2024-11-26 06:10:44,223.160.89.142,Restaurant
TXN-5857,FR3549459424910479588373582,FR9133437883123826190978289,3353.08,2025-04-02 19:07:17,169.116.155.29,Travel
TXN-1318,FR5872941084450917164586180,FR0513759835578214884070961,7693.64 €,2025-04-14 00:12:42,32.33.197.152,Restaurant
TXN-7991,FR5797377192261760661216953,FR3774933123426371084453398,282.46,2025-05-15 06:24:27,75.153.92.196,Tech
TXN-939,FR5708349467559177303556579,FR0671481060826244952041245,13.95,2025-02-05 00:50:13,205.144.116.87,Unknown
TXN-14935,FR8381545183951639555016441,FR5652637959374888632916170,5904.05,2025-07-29 17:01:35,197.104.196.26,Tech
TXN-456,FR9805283443348266744139428,FR4243163518919162613014037,3411.76 €,2025-09-15 23:21:35,86.124.106.59,Unknown
TXN-12215,FR5901161419566870955954092,FR7613801361100662834415453,8373.47,2025-08-05 23:44:39,93.84.164.81,Supermarket
TXN-8524,FR0991362254705178703147162,FR2630789134090139442559522,2708.11,2025-09-24 15:14:32,152.18.242.81,Restaurant
TXN-1001,FR2539577843164474875028637,FR1480000308619173661536978,4391.91,2025-10-19 23:41:25,42.65.255.92,Unknown
TXN-12353,FR1117128826759753701201196,FR0388541923454224173372869,1809.36,2025-04-08 10:13:05,135.225.3.238,Supermarket
TXN-12113,FR4392424776120788551487550,FR9006643689976102130256042,7767.65,2025-01-14 20:24:48,42.253.35.112,Travel
TXN-9020,FR5590087321456637169421704,FR2867419389814813549731128,6252.59,2025-05-24 00:14:50,150.51.99.34,Gambling
TXN-3004,FR5597829575413666528862545,FR9260536528983186428397575,1608.44,2025-01-12 20:03:21,97.64.57.5,Restaurant
TXN-6171,FR6553511822240869902376418,FR2330662250490544157236459,6560.06,2025-01-11 00:12:32,182.127.172.61,Gambling
TXN-6860,FR8893151687863312146445887,FR4061500816014165761991283,4836.56,2025-09-03 22:49:00,78.155.191.221,Tech
TXN-776,FR0599224506541555620329206,FR5292038847348800511139801,1966.3,2025-11-04 12:06:02,203.26.229.209,
TXN-6688,FR1261729896357396697220037,FR1658609780427196135531524,890.96,2025-07-22 06:54:38,158.212.85.249,Gambling
TXN-11753,FR7489024931202345794975974,FR5493574968141513818469021,4208.79 €,2025-10-25 05:09:42,51.177.107.13,Tech
TXN-13887,FR7827458591790802194748617,FR2927534405434652268716038,2381.14,2025-02-17 04:27:01,6.27.60.107,Supermarket
TXN-660,FR0994724878408181094055434,FR1318163881542236146728200,48.35,2025-01-24 00:29:21,139.26.16.117,Supermarket
TXN-14569,FR8684575422175556907136195,FR9741581636762194488676458,7817.35,2025-10-15 12:23:53,49.115.204.93,Tech
TXN-13951,FR6110692031511317225953129,FR7193526539614492439015638,2133.93,2024-11-18 04:29:53,62.143.232.113,Supermarket
TXN-2138,FR9236073988066260203629444,FR7021208522653453200427286,9620.33,2025-04-06 13:38:51,215.142.26.111,Unknown
TXN-12177,FR9303331419101690701019511,FR6259622353494114481124609,4478.16,2025-07-05 12:34:06,21.25.74.114,Restaurant
TXN-8302,FR8072801434466049294408070,FR4560380824852956242042549,8140.34,2025-02-06 15:22:20,85.110.117.6,
TXN-2867,FR7697057550676751621696363,FR8489130842184027585940966,3866.12,2025-09-10 06:56:43,89.217.124.139,
TXN-794,FR9028325983348346284132574,FR4669409274551611633867813,7620.09,2025-05-16 22:46:07,4.212.116.112,Tech
TXN-4098,FR9534005610139407321683982,FR1766218456776646108590554,9184.47,2025-04-27 03:01:24,41.177.74.193,Gambling
TXN-9381,FR5593641036114916791267638,FR1004610750743630847950885,2977.02,2025-07-22 10:52:12,84.7.112.68,Travel
TXN-3700,FR7560058114344143580788188,FR7083879027384680904234791,6579.07,2024-12-25 14:25:10,178.218.246.220,Restaurant
TXN-4266,FR8860425716829856265957292,FR5052100698266740122117027,4956.53,2025-02-09 10:40:15,129.59.247.198,Tech
TXN-10913,FR8925735942968194044090194,FR3176037036734293706511789,9262.91,2025-03-03 16:16:06,212.116.13.36,
TXN-11140,FR7207180367912907871331370,FR2587209491671811431229605,7914.7,2025-11-10 04:37:41,186.155.34.199,Gambling
TXN-277,FR0872010983977896996914967,FR8108131571712672506722007,9916.71,2024-12-10 20:16:33,Localhost,Supermarket
TXN-14429,FR6826340153415496933944140,FR4661532451361311383032538,869.44,2025-06-08 02:16:06,15.55.171.8,Gambling
TXN-1552,FR8376513282050544095293166,FR9704420269335024434545426,6595.8,2025-10-08 01:41:14,24.64.103.209,Travel
TXN-7465,FR7220866807791718218659909,FR1980744756104170827468972,8938.0,2024-12-13 23:21:42,100.208.159.114,Unknown
TXN-13007,FR8004841751013112943247415,FR6957538021243056766134428,6343.33,2025-05-08 05:58:14,94.87.34.0,
TXN-12848,FR8590159168783978031027174,FR6831331625163637860551722,8268.18,2025-11-11 11:29:29,219.184.173.254,Travel
TXN-10528,FR5283705976098770911926562,FR8879873497851808437159192,-2848.32,2025-03-05 14:56:29,196.95.124.130,Supermarket
TXN-1411,FR4735349995510615214099827,FR8957450469186288101375411,3039.27,2025-09-18 20:56:30,193.197.68.2,Travel
TXN-9629,FR1734475205987733541589941,FR6371858137199437345469141,5262.9,2025-07-01 15:14:05,,Tech
TXN-1733,FR7680421080420032106179094,FR1627131159936663512706897,1821.99,2025-09-13 14:03:43,192.168.X.X,Travel
TXN-8951,FR5631160313496565353531408,FR9871451049586562715303123,4177.56,2024-12-17 07:51:55,90.118.79.163,
TXN-10643,FR0412280824726163557211506,FR1372895616491755999697631,144.06,2025-10-26 17:04:34,120.62.49.209,Supermarket
TXN-4039,FR6878120086006061855903459,FR5993142444583470777152043,5676.81,2025-08-12 02:27:40,171.183.178.161,Restaurant
TXN-5821,FR6823199566515403078225311,FR6503370367614803568751620,3695.73,2025-06-03 19:17:06,219.58.140.190,Gambling
TXN-985,FR8784985521638690822685674,FR8697550552870857535642883,2779.09,2025-10-21 08:18:27,4.104.91.245,
TXN-8240,FR3900166825622149427013301,FR5085101373720505300537552,5975.5,2025-06-02 00:14:01,83.2.235.12,Unknown
TXN-5797,FR2982128257738052580682963,FR0665256884038316976149652,4986.37,2025-03-22 22:38:01,132.154.106.126,Restaurant
TXN-12397,FR2628421710418691176777478,FR3017026930177361670474430,3366.55,2025-05-19 03:55:45,222.132.146.221,Tech
TXN-564,FR9053273181351978799432227,FR8601990031519684591180430,9614.55,2025-04-28 15:39:57,180.133.168.79,Travel
TXN-3830,FR3734561216372993368415953,FR6438230224130662264751339,892.13,2025-06-27 23:47:41,67.95.125.193,Restaurant
TXN-14253,FR6760544738401561236853269,FR2392776363810884520314856,1377.67,2024-12-06 01:09:15,56.221.123.224,Travel
TXN-12389,FR9371163641567825061809190,FR1297962874487073384509080,9493.56,2024-11-26 21:55:19,129.144.125.215,Unknown
TXN-7944,FR4216003497899039236096400,FR9851276416583015304944245,1548.31,2025-06-13 09:12:39,98.209.183.145,Travel
TXN-12570,FR3713779748155282916798497,FR5932790315106571572663514,7032.37,2025-04-22 01:13:32,139.22.129.0,Tech
TXN-10809,FR1323194285443364339518570,FR8938596289222955211677039,3464.53,2025-01-22 05:35:42,55.124.30.247,
TXN-5144,FR7272795320147941204979274,FR1815866321226811722542390,6150.07,2025-01-31 12:34:58,55.122.51.245,Unknown
TXN-14823,FR7278445156120569962377814,FR7446539918045633814791919,9599.06,2025-05-16 09:35:47,15.121.112.34,
TXN-6651,FR5996208877330579417038010,FR9345527574971572214805855,1231.18,2025-06-02 21:26:42,Localhost,Travel
TXN-9270,FR1343896773040230055890055,FR2201810168325505225994075,2913.8,2025-09-28 10:02:11,21.33.113.16,Gambling
TXN-8068,FR6243239212020782743678915,FR1517468231654711741847026,1180.95,2025-10-05 00:13:05,97.77.134.50,Supermarket
TXN-5917,FR7137546880368592518830890,FR8445374752016415479709632,6219.88,2025-04-09 20:17:24,68.62.205.150,Restaurant
TXN-2600,FR2698820336811965822066970,FR0647021935297446922846828,6143.52,2025-02-25 04:36:40,139.239.80.45,Travel
TXN-11512,FR6537199898307248660419381,FR6234770064790608242198932,6180.06,2025-05-20 21:50:58,75.217.97.159,Supermarket
TXN-9887,FR2836506690101793053160228,FR8212818842033817844150167,2765.32,2025-07-01 03:12:58,196.2.35.228,Restaurant
TXN-611,FR0595535003291845533537420,FR5717568830320105956100349,3727.69,2025-05-01 04:13:47,204.45.154.241,Unknown
TXN-7536,FR9294926100601798100844312,FR5144002889000029150057941,6993.73,2025-10-30 09:26:57,81.191.35.251,Gambling
TXN-9323,FR3444413839947978560733773,FR1201112388593011930902895,4155.48,2025-10-03 15:50:34,78.92.52.186,Restaurant
TXN-544,FR0827436378788959183008124,FR7531002891455413963774967,5156.56,2025-07-02 18:08:57,210.12.36.73,Unknown
TXN-10411,FR4617220133124832097774111,FR9276956220942949714062265,9373.42,2025-09-14 14:28:31,59.148.249.237,Tech
TXN-2965,FR1259522202129067421725078,FR2521034336819400610985441,5739.37,2025-06-25 04:48:22,,Restaurant
TXN-2304,FR0780832064280326629757666,FR7426228559482429780905906,4030.43,2025-10-03 21:59:34,190.3.91.221,Tech
TXN-8130,FR5424532019573887353465697,FR5454806300518970940897379,3805.29,2025-05-09 00:19:45,34.86.89.196,Unknown
TXN-2205,FR4580915724243742306241410,FR7184113569884048701403568,6082.49,2025-10-31 20:28:44,7.171.194.100,Tech
TXN-12376,FR7082097671127807656334047,FR4455137996699173862338566,3509.15,2025-03-11 15:16:06,164.27.39.235,Unknown
TXN-8821,FR7757683110229099318955245,FR8239254329539740888480665,8591.88,2025-10-13 16:23:19,211.22.82.137,
TXN-1633,FR3100952086122969360588230,FR9898016094425612259224596,2039.83,2024-12-27 17:29:44,69.109.226.202,Unknown
TXN-5652,FR4605191852967803802130104,FR6596095642178488727007799,4374.92,2025-04-13 12:27:58,77.127.143.179,Travel
TXN-8789,FR0725738524110357842399177,FR4278534556860099361274987,1806.28,2025-10-15 01:25:11,36.62.103.211,Tech
TXN-10763,FR3935386438625507189694871,FR0315059921664794452467042,4644.97,2025-10-09 23:00:09,192.168.X.X,Travel
TXN-2108,FR6680666014876301098498958,FR7167079266767472692818233,5763.65,2025-09-21 21:21:15,4.8.240.180,Restaurant
TXN-14289,FR1544408596606563407451956,FR3486925281940085211855971,4241.8,2025-10-26 17:25:58,59.4.185.140,Supermarket
TXN-12906,FR0745114662799233323454542,FR9735428386950783175416331,,2025-09-14 07:22:30,217.170.227.97,Unknown
TXN-7205,FR8695127171921987188301700,FR6940092036612451827971689,602.7,2024-12-23 01:21:02,86.48.124.138,Unknown
TXN-9918,FR7534939962624581278574510,FR2954174832885024378022881,3867.05,2025-01-02 14:31:29,43.219.89.60,Gambling
TXN-4100,FR7950179547495108294263288,FR2822368631071366063472054,7295.59,2025-11-12 01:16:25,112.148.156.173,
